Date,Time,Open,High,Low,Close,Volume
2022.01.11,00:00,1882.86,1892.27,1865.19,1878.96,67109
2022.01.11,04:00,1878.95,1883.53,1865.41,1872.07,68400
2022.01.11,08:00,1871.37,1883.65,1856.94,1866.49,67467
2022.01.11,12:00,1866.23,1871.54,1850.83,1858.58,66583
2022.01.11,16:00,1859.37,1874.62,1854.94,1872.21,68230
2022.01.11,20:00,1872.15,1873.54,1850.31,1868.03,65336
2022.01.12,00:00,1868.38,1875.21,1856.51,1861.71,63876
2022.01.12,04:00,1861.47,1867.77,1849.49,1859.2,66053
2022.01.12,08:00,1858.91,1869.39,1842.41,1844.69,63319
2022.01.12,12:00,1844.38,1855.89,1828.66,1854.46,62447
2022.01.12,16:00,1854.94,1870.46,1851.98,1869.75,64479
2022.01.12,20:00,1869.86,1888.59,1867.89,1878.18,64812
2022.01.13,00:00,1878.74,1887.79,1860.84,1862.66,64054
2022.01.13,04:00,1862.89,1870.43,1853.85,1859.99,67769
2022.01.13,08:00,1860.81,1863.37,1846.78,1855.69,66803
2022.01.13,12:00,1855.84,1872.16,1848.83,1869.08,60884
2022.01.13,16:00,1869.36,1887.61,1867.91,1883.65,62020
2022.01.13,20:00,1883.56,1897.18,1861.66,1869.14,68355
2022.01.14,00:00,1868.87,1892.65,1867.41,1882.05,63336
2022.01.14,04:00,1881.18,1891.69,1873.91,1881.35,65783
2022.01.14,08:00,1881.56,1887.44,1870.67,1878.64,68022
2022.01.14,12:00,1878.57,1889.9,1866.54,1870.51,64946
2022.01.14,16:00,1869.96,1878.57,1858.36,1876.31,71217
2022.01.14,20:00,1876.45,1885.87,1838.18,1841.83,65901
2022.01.17,00:00,1840.72,1873.16,1828.92,1867.37,64799
2022.01.17,04:00,1866.89,1871.69,1852.28,1863.6,67475
2022.01.17,08:00,1863.51,1866.92,1839.99,1841.23,71021
2022.01.17,12:00,1840.98,1851.81,1830.13,1840.51,62536
2022.01.17,16:00,1841.36,1843.38,1821.77,1830.63,65151
2022.01.17,20:00,1830.63,1835.62,1820.74,1828.51,66077
2022.01.18,00:00,1829.0,1845.71,1820.18,1844.0,62328
2022.01.18,04:00,1844.13,1850.01,1826.19,1827.86,65521
2022.01.18,08:00,1827.8,1834.8,1804.61,1808.8,65799
2022.01.18,12:00,1809.41,1815.65,1785.82,1795.84,69742
2022.01.18,16:00,1795.15,1807.52,1790.09,1794.83,64063
2022.01.18,20:00,1794.2,1810.26,1789.77,1800.7,70083
2022.01.19,00:00,1801.32,1819.41,1795.3,1818.23,66729
2022.01.19,04:00,1818.54,1829.65,1809.73,1823.41,67586
2022.01.19,08:00,1823.38,1826.35,1807.06,1811.2,65220
2022.01.19,12:00,1810.73,1836.58,1809.28,1829.49,66270
2022.01.19,16:00,1829.38,1836.88,1821.93,1828.65,66550
2022.01.19,20:00,1828.21,1829.78,1806.45,1806.76,65013
2022.01.20,00:00,1806.5,1814.6,1787.77,1793.48,68442
2022.01.20,04:00,1793.42,1796.39,1783.6,1788.99,67018
2022.01.20,08:00,1788.79,1795.0,1767.86,1770.85,64521
2022.01.20,12:00,1771.0,1781.78,1766.91,1772.07,66487
2022.01.20,16:00,1772.46,1786.24,1771.01,1782.76,63375
2022.01.20,20:00,1782.44,1793.26,1767.84,1770.04,67720
2022.01.21,00:00,1769.98,1790.64,1764.36,1770.62,67130
2022.01.21,04:00,1770.25,1779.14,1763.08,1769.49,65262
2022.01.21,08:00,1769.45,1770.38,1743.95,1752.56,63705
2022.01.21,12:00,1751.97,1763.53,1733.04,1763.26,67716
2022.01.21,16:00,1763.23,1763.52,1740.37,1752.09,61988
2022.01.21,20:00,1752.77,1765.08,1730.2,1732.02,66625
2022.01.24,00:00,1732.12,1742.76,1725.27,1733.26,63765
2022.01.24,04:00,1732.92,1736.87,1716.46,1727.95,68988
2022.01.24,08:00,1727.45,1737.99,1713.63,1735.0,64020
2022.01.24,12:00,1734.71,1738.16,1721.49,1730.93,65149
2022.01.24,16:00,1731.39,1744.37,1726.17,1730.59,65405
2022.01.24,20:00,1731.12,1746.44,1726.87,1729.78,66337
2022.01.25,00:00,1729.9,1754.37,1725.35,1746.99,65080
2022.01.25,04:00,1746.75,1754.47,1741.61,1747.01,68144
2022.01.25,08:00,1747.08,1748.03,1732.45,1740.89,65247
2022.01.25,12:00,1741.42,1748.29,1728.58,1747.76,66198
2022.01.25,16:00,1747.36,1754.53,1737.52,1746.23,62548
2022.01.25,20:00,1746.29,1773.43,1736.57,1772.65,65123
2022.01.26,00:00,1771.77,1785.01,1767.65,1779.81,63596
2022.01.26,04:00,1779.65,1785.64,1770.28,1779.32,64887
2022.01.26,08:00,1778.74,1797.87,1767.15,1793.2,66282
2022.01.26,12:00,1793.19,1798.22,1774.05,1784.87,65114
2022.01.26,16:00,1785.01,1792.81,1774.82,1779.59,65996
2022.01.26,20:00,1778.7,1791.19,1776.03,1786.55,67012
2022.01.27,00:00,1786.61,1804.09,1783.55,1798.2,66847
2022.01.27,04:00,1798.47,1806.1,1790.78,1798.3,64552
2022.01.27,08:00,1797.83,1800.04,1784.19,1787.79,68272
2022.01.27,12:00,1787.98,1800.41,1780.8,1786.55,64507
2022.01.27,16:00,1786.0,1807.51,1784.74,1804.61,63947
2022.01.27,20:00,1803.81,1815.1,1795.96,1804.2,65563
2022.01.28,00:00,1804.15,1827.2,1800.87,1809.23,63605
2022.01.28,04:00,1808.84,1834.54,1804.82,1823.56,65266
2022.01.28,08:00,1824.18,1861.54,1822.37,1859.18,64352
2022.01.28,12:00,1858.67,1867.21,1847.48,1860.7,69165
2022.01.28,16:00,1860.66,1862.22,1841.15,1857.42,64394
2022.01.28,20:00,1857.24,1859.89,1836.45,1855.26,63219
2022.01.31,00:00,1854.78,1874.36,1851.64,1867.55,65776
2022.01.31,04:00,1867.58,1868.85,1850.85,1856.5,63639
2022.01.31,08:00,1855.79,1875.77,1850.25,1852.25,67003
2022.01.31,12:00,1852.19,1890.02,1850.87,1883.1,65628
2022.01.31,16:00,1883.04,1904.83,1876.12,1902.59,67207
2022.01.31,20:00,1902.31,1912.45,1893.49,1905.68,64842
2022.02.01,00:00,1905.09,1912.0,1891.79,1899.16,68328
2022.02.01,04:00,1898.77,1916.84,1897.03,1910.98,64349
2022.02.01,08:00,1910.91,1935.94,1907.77,1935.02,67694
2022.02.01,12:00,1934.6,1959.06,1923.15,1947.86,66672
2022.02.01,16:00,1947.82,1962.67,1944.35,1953.08,65461
2022.02.01,20:00,1953.77,1959.37,1935.01,1948.97,69384
2022.02.02,00:00,1948.28,1971.06,1946.48,1963.99,67366
2022.02.02,04:00,1963.74,1982.19,1951.44,1976.04,64929
2022.02.02,08:00,1976.7,1983.79,1965.41,1974.23,64734
2022.02.02,12:00,1974.84,1990.87,1963.48,1989.27,66563
2022.02.02,16:00,1989.26,2006.0,1983.88,1995.71,65047
2022.02.02,20:00,1995.54,2008.34,1984.89,2008.0,64849
2022.02.03,00:00,2007.57,2014.74,1986.59,2004.6,63957
2022.02.03,04:00,2004.81,2022.45,2003.92,2015.74,67061
2022.02.03,08:00,2015.6,2033.38,2011.85,2021.46,65785
2022.02.03,12:00,2021.83,2046.92,2018.17,2024.68,64910
2022.02.03,16:00,2024.36,2044.76,2023.63,2036.77,60907
2022.02.03,20:00,2037.09,2050.97,2033.74,2037.13,67462
2022.02.04,00:00,2037.68,2046.72,2019.61,2023.29,64138
2022.02.04,04:00,2022.94,2029.66,2006.95,2010.93,61904
2022.02.04,08:00,2011.04,2028.49,2006.19,2021.49,70505
2022.02.04,12:00,2021.85,2037.14,2016.15,2033.39,64701
2022.02.04,16:00,2033.71,2039.74,2022.75,2031.88,65568
2022.02.04,20:00,2032.36,2038.92,2019.35,2033.27,65303
2022.02.07,00:00,2032.89,2036.56,2011.22,2024.26,66446
2022.02.07,04:00,2024.69,2032.94,2002.64,2016.87,63515
2022.02.07,08:00,2016.17,2044.0,2012.01,2041.32,69199
2022.02.07,12:00,2041.37,2051.09,2014.26,2016.35,68517
2022.02.07,16:00,2016.98,2044.57,2011.77,2039.18,65966
2022.02.07,20:00,2039.04,2043.62,2023.0,2025.16,67355
2022.02.08,00:00,2025.36,2033.87,2018.29,2030.23,65610
2022.02.08,04:00,2030.3,2037.46,2018.33,2022.79,61975
2022.02.08,08:00,2022.67,2045.92,2018.64,2043.54,64973
2022.02.08,12:00,2043.75,2069.0,2043.18,2068.0,70803
2022.02.08,16:00,2068.2,2088.81,2065.84,2082.92,67433
2022.02.08,20:00,2082.47,2085.7,2056.03,2071.1,67206
2022.02.09,00:00,2070.38,2079.08,2065.12,2072.4,67249
2022.02.09,04:00,2072.58,2073.36,2049.51,2061.08,63428
2022.02.09,08:00,2061.03,2071.41,2055.87,2068.85,65211
2022.02.09,12:00,2068.73,2076.93,2061.97,2071.62,64086
2022.02.09,16:00,2070.33,2076.52,2034.31,2035.43,66283
2022.02.09,20:00,2035.9,2045.96,2030.64,2042.91,63128
2022.02.10,00:00,2043.22,2051.55,2023.03,2032.77,62552
2022.02.10,04:00,2033.06,2048.76,2028.11,2042.25,68014
2022.02.10,08:00,2042.54,2062.66,2029.73,2052.61,65240
2022.02.10,12:00,2053.2,2054.54,2025.4,2040.4,66935
2022.02.10,16:00,2039.87,2048.16,2027.65,2027.74,62389
2022.02.10,20:00,2027.69,2029.44,2010.55,2026.66,65221
2022.02.11,00:00,2027.06,2030.53,1998.55,2001.49,67414
2022.02.11,04:00,2002.51,2022.11,1991.23,2017.81,66691
2022.02.11,08:00,2017.3,2033.78,2013.63,2023.25,62756
2022.02.11,12:00,2022.68,2045.02,2019.74,2033.69,65003
2022.02.11,16:00,2033.17,2049.33,2030.24,2047.41,66141
2022.02.11,20:00,2048.25,2068.82,2040.84,2065.37,66806
2022.02.14,00:00,2065.56,2069.35,2048.08,2066.64,66271
2022.02.14,04:00,2067.13,2075.68,2055.74,2071.73,64741
2022.02.14,08:00,2071.52,2078.31,2056.26,2067.43,67890
2022.02.14,12:00,2067.87,2079.44,2063.65,2070.94,66580
2022.02.14,16:00,2071.15,2081.36,2063.3,2066.44,69599
2022.02.14,20:00,2067.3,2081.97,2059.08,2070.92,66279
2022.02.15,00:00,2071.19,2079.47,2062.38,2064.8,66393
2022.02.15,04:00,2065.31,2074.43,2045.05,2045.31,68778
2022.02.15,08:00,2045.96,2050.7,2031.5,2041.78,68596
2022.02.15,12:00,2041.52,2049.04,2032.14,2048.23,66620
2022.02.15,16:00,2048.62,2068.16,2046.95,2055.79,69986
2022.02.15,20:00,2055.95,2067.93,2048.87,2067.2,64094
2022.02.16,00:00,2067.2,2082.1,2060.58,2065.49,61503
2022.02.16,04:00,2065.36,2088.62,2063.7,2080.99,64858
2022.02.16,08:00,2080.07,2091.45,2074.13,2088.39,68053
2022.02.16,12:00,2088.75,2093.89,2078.92,2084.56,65040
2022.02.16,16:00,2083.42,2095.65,2074.68,2085.12,69240
2022.02.16,20:00,2085.86,2090.47,2071.75,2080.8,68075
2022.02.17,00:00,2081.44,2082.68,2055.72,2057.49,63548
2022.02.17,04:00,2057.17,2074.02,2052.22,2069.74,68280
2022.02.17,08:00,2069.54,2102.63,2063.15,2098.78,63101
2022.02.17,12:00,2098.81,2115.62,2088.39,2113.85,70411
2022.02.17,16:00,2113.55,2122.23,2106.56,2114.56,68249
2022.02.17,20:00,2114.38,2115.17,2099.3,2107.58,64840
2022.02.18,00:00,2107.54,2119.68,2100.42,2105.52,66311
2022.02.18,04:00,2105.12,2125.76,2092.86,2114.86,63307
2022.02.18,08:00,2115.24,2132.77,2110.66,2125.98,67516
2022.02.18,12:00,2126.78,2129.08,2107.01,2110.12,67736
2022.02.18,16:00,2109.53,2111.84,2095.45,2097.68,69336
2022.02.18,20:00,2097.96,2101.73,2082.22,2086.42,68683
2022.02.21,00:00,2086.43,2101.39,2077.83,2092.19,64174
2022.02.21,04:00,2092.37,2092.59,2068.96,2077.15,64859
2022.02.21,08:00,2076.79,2089.53,2075.7,2082.54,64174
2022.02.21,12:00,2082.26,2088.97,2057.29,2061.49,61188
2022.02.21,16:00,2061.68,2083.97,2056.22,2076.86,64429
2022.02.21,20:00,2076.72,2106.65,2072.13,2097.79,68528
2022.02.22,00:00,2097.71,2114.73,2097.24,2112.69,60747
2022.02.22,04:00,2113.24,2139.25,2108.58,2124.12,67228
2022.02.22,08:00,2123.44,2127.56,2111.5,2126.57,65994
2022.02.22,12:00,2126.42,2131.61,2106.65,2107.77,65606
2022.02.22,16:00,2107.63,2121.76,2093.71,2116.37,65176
2022.02.22,20:00,2115.9,2125.2,2102.6,2110.45,67106
2022.02.23,00:00,2109.87,2130.99,2102.47,2117.99,64080
2022.02.23,04:00,2118.38,2133.99,2109.89,2129.7,67591
2022.02.23,08:00,2130.02,2137.04,2114.52,2126.91,66678
2022.02.23,12:00,2126.59,2140.35,2123.85,2137.62,66125
2022.02.23,16:00,2138.51,2140.62,2099.29,2101.33,65970
2022.02.23,20:00,2101.59,2114.12,2098.68,2107.33,64628
2022.02.24,00:00,2107.27,2120.04,2094.49,2117.82,63402
2022.02.24,04:00,2117.46,2136.1,2116.65,2127.91,65574
2022.02.24,08:00,2128.05,2137.64,2109.39,2117.47,67273
2022.02.24,12:00,2117.96,2125.57,2114.36,2118.46,63001
2022.02.24,16:00,2118.14,2146.02,2116.53,2137.91,64211
2022.02.24,20:00,2137.43,2157.23,2132.17,2140.71,64248
2022.02.25,00:00,2140.65,2154.5,2130.2,2133.19,65611
2022.02.25,04:00,2133.42,2159.74,2131.63,2152.67,68018
2022.02.25,08:00,2152.42,2162.17,2144.7,2159.32,66709
2022.02.25,12:00,2159.09,2180.3,2153.81,2179.21,68556
2022.02.25,16:00,2179.43,2189.11,2161.97,2182.8,65145
2022.02.25,20:00,2182.74,2193.2,2163.64,2170.52,69573
2022.02.28,00:00,2170.35,2189.36,2160.53,2163.72,64232
2022.02.28,04:00,2163.7,2165.03,2132.18,2135.08,65146
2022.02.28,08:00,2134.98,2156.0,2131.41,2151.92,68747
2022.02.28,12:00,2151.82,2161.56,2139.63,2141.45,62735
2022.02.28,16:00,2141.12,2160.74,2137.0,2149.04,69208
2022.02.28,20:00,2148.61,2153.01,2120.07,2127.68,64454
2022.03.01,00:00,2128.06,2131.64,2111.71,2122.73,66373
2022.03.01,04:00,2122.63,2131.3,2116.52,2123.41,69971
2022.03.01,08:00,2122.85,2128.27,2112.35,2114.97,66772
2022.03.01,12:00,2115.5,2129.06,2111.52,2123.12,65711
2022.03.01,16:00,2123.52,2126.86,2102.1,2117.59,62578
2022.03.01,20:00,2118.12,2127.13,2112.63,2118.61,64835
2022.03.02,00:00,2117.74,2132.03,2111.61,2130.77,66208
2022.03.02,04:00,2129.56,2138.08,2120.34,2133.53,63299
2022.03.02,08:00,2134.04,2142.87,2124.79,2140.19,68892
2022.03.02,12:00,2140.08,2147.32,2126.83,2127.43,65645
2022.03.02,16:00,2126.83,2127.99,2091.76,2097.44,67580
2022.03.02,20:00,2097.22,2104.1,2086.57,2096.23,67006
2022.03.03,00:00,2096.29,2098.12,2048.79,2051.55,66435
2022.03.03,04:00,2051.92,2066.61,2049.49,2050.84,63568
2022.03.03,08:00,2050.32,2058.9,2034.92,2037.76,66099
2022.03.03,12:00,2037.76,2044.99,2025.23,2039.67,67748
2022.03.03,16:00,2039.39,2041.75,2016.8,2033.61,64477
2022.03.03,20:00,2034.36,2052.0,2031.72,2049.19,61910
2022.03.04,00:00,2049.17,2061.46,2044.0,2049.87,65787
2022.03.04,04:00,2049.69,2058.35,2041.24,2050.6,66759
2022.03.04,08:00,2050.77,2054.65,2036.37,2046.19,67927
2022.03.04,12:00,2046.4,2047.28,2032.39,2040.45,68807
2022.03.04,16:00,2040.56,2050.7,2029.84,2030.54,65341
2022.03.04,20:00,2029.87,2040.22,2019.53,2026.93,66573
2022.03.07,00:00,2026.56,2044.75,2023.51,2044.19,66205
2022.03.07,04:00,2043.96,2061.38,2041.3,2050.79,67551
2022.03.07,08:00,2050.08,2070.82,2046.9,2062.2,68643
2022.03.07,12:00,2063.11,2072.69,2049.45,2054.93,66523
2022.03.07,16:00,2053.7,2065.97,2042.89,2047.1,65902
2022.03.07,20:00,2046.57,2081.05,2040.31,2075.93,68785
2022.03.08,00:00,2076.13,2079.52,2061.58,2068.53,68468
2022.03.08,04:00,2068.52,2079.45,2059.44,2070.65,66060
2022.03.08,08:00,2069.58,2076.32,2056.67,2065.22,67831
2022.03.08,12:00,2065.2,2072.17,2049.6,2057.33,66572
2022.03.08,16:00,2057.16,2062.26,2035.15,2043.32,67255
2022.03.08,20:00,2043.38,2056.06,2034.07,2044.1,67557
2022.03.09,00:00,2043.93,2046.65,2027.37,2037.9,67437
2022.03.09,04:00,2038.4,2043.49,2015.66,2019.24,63960
2022.03.09,08:00,2018.47,2021.31,1993.94,2000.76,64106
2022.03.09,12:00,2001.55,2007.54,1991.08,1992.02,63261
2022.03.09,16:00,1992.04,1999.26,1977.88,1983.37,70065
2022.03.09,20:00,1983.37,1985.84,1958.41,1958.69,70556
2022.03.10,00:00,1959.03,1970.73,1943.83,1947.2,66596
2022.03.10,04:00,1946.6,1966.49,1944.99,1963.41,64073
2022.03.10,08:00,1963.9,1967.48,1945.47,1953.62,65490
2022.03.10,12:00,1953.91,1962.49,1945.13,1948.66,68484
2022.03.10,16:00,1948.52,1955.97,1937.57,1947.86,66926
2022.03.10,20:00,1947.98,1986.69,1945.19,1984.98,65295
2022.03.11,00:00,1985.1,1999.64,1982.0,1989.35,68951
2022.03.11,04:00,1990.39,1998.37,1985.53,1992.91,66673
2022.03.11,08:00,1993.55,2001.71,1983.48,1985.31,63978
2022.03.11,12:00,1984.9,1995.22,1971.85,1978.01,63341
2022.03.11,16:00,1978.1,2010.45,1973.66,2005.07,66307
2022.03.11,20:00,2005.01,2011.79,1995.85,2005.53,69731
2022.03.14,00:00,2005.16,2025.22,2003.28,2010.78,62914
2022.03.14,04:00,2010.7,2017.79,1998.81,2016.85,67662
2022.03.14,08:00,2016.75,2055.63,2011.92,2050.13,63586
2022.03.14,12:00,2050.52,2062.78,2046.79,2057.28,66206
2022.03.14,16:00,2057.47,2068.15,2047.06,2063.32,66543
2022.03.14,20:00,2063.2,2066.6,2045.05,2053.64,65739
2022.03.15,00:00,2053.59,2058.75,2039.14,2049.39,66769
2022.03.15,04:00,2048.62,2052.92,2025.8,2027.84,64632
2022.03.15,08:00,2027.3,2060.11,2023.2,2052.79,67128
2022.03.15,12:00,2052.09,2061.12,2045.51,2053.99,65339
2022.03.15,16:00,2053.29,2069.67,2048.6,2063.15,67291
2022.03.15,20:00,2062.99,2088.91,2060.18,2083.77,66807
2022.03.16,00:00,2084.25,2095.3,2073.36,2093.92,65242
2022.03.16,04:00,2094.66,2095.14,2069.31,2082.99,67191
2022.03.16,08:00,2083.3,2086.97,2072.5,2081.83,66028
2022.03.16,12:00,2082.16,2111.5,2081.65,2103.37,65105
2022.03.16,16:00,2103.02,2107.61,2091.48,2100.36,67839
2022.03.16,20:00,2101.18,2106.15,2084.22,2090.83,65006
2022.03.17,00:00,2091.09,2109.61,2084.0,2105.78,67220
2022.03.17,04:00,2105.88,2120.56,2099.38,2118.42,68082
2022.03.17,08:00,2118.21,2120.75,2099.24,2108.97,64806
2022.03.17,12:00,2109.09,2117.71,2097.83,2104.49,64616
2022.03.17,16:00,2105.15,2112.52,2094.4,2104.62,66864
2022.03.17,20:00,2105.71,2126.66,2101.92,2118.43,64553
2022.03.18,00:00,2118.9,2120.08,2091.82,2094.17,62975
2022.03.18,04:00,2094.51,2121.16,2093.11,2117.26,65925
2022.03.18,08:00,2117.06,2128.58,2112.67,2119.59,68514
2022.03.18,12:00,2120.04,2129.25,2111.39,2113.47,64101
2022.03.18,16:00,2113.35,2116.12,2100.71,2111.74,67756
2022.03.18,20:00,2113.28,2128.08,2111.62,2123.63,66801
2022.03.21,00:00,2123.36,2131.97,2106.66,2108.63,62531
2022.03.21,04:00,2108.86,2111.65,2091.0,2100.99,65986
2022.03.21,08:00,2101.58,2125.77,2100.11,2110.68,65768
2022.03.21,12:00,2111.16,2127.89,2105.34,2123.72,65439
2022.03.21,16:00,2123.83,2126.67,2110.38,2117.8,67369
2022.03.21,20:00,2117.2,2146.31,2109.07,2144.89,63072
2022.03.22,00:00,2145.22,2163.3,2143.8,2160.62,65877
2022.03.22,04:00,2160.28,2174.39,2154.29,2164.5,67347
2022.03.22,08:00,2164.59,2170.32,2145.08,2153.13,67135
2022.03.22,12:00,2154.17,2159.64,2139.14,2149.29,64393
2022.03.22,16:00,2149.56,2157.67,2139.73,2147.05,67318
2022.03.22,20:00,2146.07,2149.63,2120.44,2127.03,68966
2022.03.23,00:00,2126.69,2141.89,2123.37,2124.91,66130
2022.03.23,04:00,2124.71,2147.29,2122.56,2135.42,63944
2022.03.23,08:00,2135.86,2144.2,2129.77,2138.36,66219
2022.03.23,12:00,2138.28,2145.74,2126.04,2132.12,68471
2022.03.23,16:00,2131.92,2144.93,2124.12,2126.92,62684
2022.03.23,20:00,2126.51,2135.58,2119.24,2127.99,63727
2022.03.24,00:00,2127.47,2138.56,2113.6,2116.1,65038
2022.03.24,04:00,2115.78,2143.75,2112.2,2143.4,65444
2022.03.24,08:00,2142.14,2155.71,2136.78,2145.71,66603
2022.03.24,12:00,2144.87,2147.38,2131.84,2142.04,68865
2022.03.24,16:00,2142.03,2160.7,2137.47,2158.68,65393
2022.03.24,20:00,2158.87,2171.26,2157.75,2161.79,66550
2022.03.25,00:00,2161.99,2171.62,2157.47,2163.72,67775
2022.03.25,04:00,2164.66,2173.18,2154.74,2166.02,67198
2022.03.25,08:00,2165.93,2178.25,2157.32,2164.26,65679
2022.03.25,12:00,2164.26,2175.28,2159.83,2164.22,70242
2022.03.25,16:00,2164.22,2168.39,2128.44,2133.27,64836
2022.03.25,20:00,2133.0,2136.3,2115.16,2117.3,65727
2022.03.28,00:00,2117.11,2130.81,2112.84,2126.37,67315
2022.03.28,04:00,2125.84,2170.55,2122.14,2168.36,69151
2022.03.28,08:00,2169.29,2194.78,2168.23,2187.36,65171
2022.03.28,12:00,2187.85,2197.96,2178.36,2192.23,67797
2022.03.28,16:00,2192.5,2200.03,2181.58,2196.4,68823
2022.03.28,20:00,2196.6,2198.4,2174.83,2181.38,66866
2022.03.29,00:00,2181.51,2193.35,2177.39,2183.24,64983
2022.03.29,04:00,2183.04,2184.61,2155.31,2159.87,66439
2022.03.29,08:00,2160.25,2171.77,2150.32,2159.42,66097
2022.03.29,12:00,2158.3,2171.81,2149.56,2169.57,69238
2022.03.29,16:00,2169.07,2193.74,2165.85,2189.65,71050
2022.03.29,20:00,2189.28,2202.0,2176.48,2198.56,63378
2022.03.30,00:00,2198.56,2202.78,2176.54,2179.19,67736
2022.03.30,04:00,2178.61,2183.5,2163.48,2175.21,68887
2022.03.30,08:00,2174.67,2176.88,2151.09,2156.46,67263
2022.03.30,12:00,2156.39,2161.63,2145.64,2150.32,64755
2022.03.30,16:00,2150.54,2155.09,2141.54,2147.87,68834
2022.03.30,20:00,2147.71,2156.1,2143.56,2145.06,66164
2022.03.31,00:00,2144.98,2151.51,2133.64,2144.82,67317
2022.03.31,04:00,2145.38,2157.23,2135.81,2155.42,67330
2022.03.31,08:00,2154.28,2168.18,2153.8,2166.74,70231
2022.03.31,12:00,2166.9,2184.12,2163.0,2180.14,63199
2022.03.31,16:00,2179.97,2187.01,2161.19,2177.48,64569
2022.03.31,20:00,2177.22,2178.45,2150.25,2154.12,69077
2022.04.01,00:00,2154.16,2164.72,2135.98,2160.3,67758
2022.04.01,04:00,2160.64,2174.89,2156.61,2168.42,64371
2022.04.01,08:00,2167.09,2181.18,2155.57,2174.41,68291
2022.04.01,12:00,2174.27,2188.01,2158.14,2170.9,66494
2022.04.01,16:00,2170.27,2172.71,2139.75,2144.29,69800
2022.04.01,20:00,2143.46,2150.84,2139.03,2142.37,69191
2022.04.04,00:00,2142.03,2147.88,2129.62,2132.03,67412
2022.04.04,04:00,2131.79,2138.92,2118.42,2122.17,66053
2022.04.04,08:00,2121.38,2121.73,2101.14,2105.14,64519
2022.04.04,12:00,2104.4,2112.82,2097.47,2110.17,67320
2022.04.04,16:00,2109.7,2118.38,2093.76,2098.34,65855
2022.04.04,20:00,2098.37,2124.54,2092.17,2120.08,65498
2022.04.05,00:00,2119.88,2126.84,2110.75,2118.29,68955
2022.04.05,04:00,2117.37,2126.61,2109.81,2115.09,61709
2022.04.05,08:00,2114.7,2132.6,2111.84,2130.38,66224
2022.04.05,12:00,2130.5,2141.64,2128.52,2133.51,67962
2022.04.05,16:00,2133.49,2138.29,2112.23,2116.3,67830
2022.04.05,20:00,2116.17,2134.96,2106.2,2125.61,68276
2022.04.06,00:00,2124.98,2132.25,2115.22,2117.59,63781
2022.04.06,04:00,2117.31,2130.38,2110.81,2114.54,66776
2022.04.06,08:00,2114.2,2119.02,2101.58,2108.76,68171
2022.04.06,12:00,2109.37,2109.65,2074.75,2077.18,66214
2022.04.06,16:00,2076.66,2105.0,2069.97,2101.89,64603
2022.04.06,20:00,2102.88,2122.9,2098.0,2118.77,67079
2022.04.07,00:00,2118.5,2124.92,2107.83,2111.54,65150
2022.04.07,04:00,2111.99,2129.59,2106.85,2108.84,63542
