datetime,signal,confidence,reasoning,price,hour,day_of_week
2022-01-06 07:20:00,HOLD,0.6666666666666666,"['Price momentum: -0.01% (neutral)', 'Technical: Price > SMA5 > SMA10 (uptrend)', 'Volatility-adjusted: Within ±0.05% threshold']",1794.05,7,3
2022-01-06 09:00:00,BUY,0.6666666666666666,"['Price momentum: 0.09% (neutral)', 'Technical: Price > SMA5 > SMA10 (uptrend)', 'Volatility-adjusted: 0.09% > 0.05% threshold']",1788.55,9,3
2022-01-06 10:40:00,BUY,0.6666666666666666,"['Price momentum: +0.26% (bullish)', 'Technical: Price < SMA5 < SMA10 (downtrend)', 'Volatility-adjusted: 0.26% > 0.05% threshold']",1788.86,10,3
2022-01-06 12:20:00,BUY,1.0,"['Price momentum: +0.19% (bullish)', 'Technical: Price > SMA5 > SMA10 (uptrend)', 'Volatility-adjusted: 0.19% > 0.05% threshold']",1798.53,12,3
2022-01-06 14:00:00,BUY,1.0,"['Price momentum: +0.11% (bullish)', 'Technical: Price > SMA5 > SMA10 (uptrend)', 'Volatility-adjusted: 0.11% > 0.05% threshold']",1812.41,14,3
2022-01-06 15:40:00,SELL,0.6666666666666666,"['Price momentum: -0.10% (bearish)', 'Technical: Price > SMA5 > SMA10 (uptrend)', 'Volatility-adjusted: -0.10% < -0.05% threshold']",1821.07,15,3
2022-01-06 17:20:00,BUY,0.6666666666666666,"['Price momentum: +0.28% (bullish)', 'Technical: Price < SMA5 < SMA10 (downtrend)', 'Volatility-adjusted: 0.28% > 0.05% threshold']",1806.34,17,3
2022-01-06 19:00:00,SELL,1.0,"['Price momentum: -0.20% (bearish)', 'Technical: Price < SMA5 < SMA10 (downtrend)', 'Volatility-adjusted: -0.20% < -0.05% threshold']",1808.1,19,3
2022-01-06 20:40:00,HOLD,0.3333333333333333,"['Price momentum: -0.09% (neutral)', 'Technical: Price > SMA5 > SMA10 (uptrend)', 'Volatility-adjusted: -0.09% < -0.05% threshold']",1806.63,20,3
2022-01-06 22:20:00,SELL,0.6666666666666666,"['Price momentum: -0.18% (bearish)', 'Technical: Price > SMA5 > SMA10 (uptrend)', 'Volatility-adjusted: -0.18% < -0.05% threshold']",1808.44,22,3
2022-01-07 00:00:00,HOLD,1.0,"['Price momentum: -0.04% (neutral)', 'Technical: Mixed signals (sideways)', 'Volatility-adjusted: Within ±0.05% threshold']",1811.4,0,4
2022-01-07 01:40:00,HOLD,0.6666666666666666,"['Price momentum: 0.05% (neutral)', 'Technical: Price > SMA5 > SMA10 (uptrend)', 'Volatility-adjusted: Within ±0.05% threshold']",1824.72,1,4
2022-01-07 03:20:00,HOLD,0.3333333333333333,"['Price momentum: -0.07% (neutral)', 'Technical: Price > SMA5 > SMA10 (uptrend)', 'Volatility-adjusted: -0.07% < -0.05% threshold']",1830.03,3,4
2022-01-07 05:00:00,SELL,0.6666666666666666,"['Price momentum: -0.09% (neutral)', 'Technical: Price < SMA5 < SMA10 (downtrend)', 'Volatility-adjusted: -0.09% < -0.05% threshold']",1820.01,5,4
2022-01-07 06:40:00,HOLD,1.0,"['Price momentum: -0.01% (neutral)', 'Technical: Mixed signals (sideways)', 'Volatility-adjusted: Within ±0.05% threshold']",1820.27,6,4
2022-01-07 08:20:00,HOLD,0.6666666666666666,"['Price momentum: -0.01% (neutral)', 'Technical: Price < SMA5 < SMA10 (downtrend)', 'Volatility-adjusted: Within ±0.05% threshold']",1824.51,8,4
2022-01-07 10:00:00,BUY,0.6666666666666666,"['Price momentum: +0.29% (bullish)', 'Technical: Price < SMA5 < SMA10 (downtrend)', 'Volatility-adjusted: 0.29% > 0.05% threshold']",1821.94,10,4
2022-01-07 11:40:00,BUY,1.0,"['Price momentum: +0.22% (bullish)', 'Technical: Price > SMA5 > SMA10 (uptrend)', 'Volatility-adjusted: 0.22% > 0.05% threshold']",1830.91,11,4
2022-01-07 13:20:00,BUY,0.6666666666666666,"['Price momentum: +0.23% (bullish)', 'Technical: Mixed signals (sideways)', 'Volatility-adjusted: 0.23% > 0.05% threshold']",1844.59,13,4
2022-01-07 15:00:00,SELL,0.6666666666666666,"['Price momentum: -0.06% (neutral)', 'Technical: Price < SMA5 < SMA10 (downtrend)', 'Volatility-adjusted: -0.06% < -0.05% threshold']",1843.35,15,4
2022-01-07 16:40:00,HOLD,0.6666666666666666,"['Price momentum: -0.03% (neutral)', 'Technical: Price < SMA5 < SMA10 (downtrend)', 'Volatility-adjusted: Within ±0.05% threshold']",1837.3,16,4
2022-01-07 18:20:00,BUY,0.6666666666666666,"['Price momentum: +0.49% (bullish)', 'Technical: Price < SMA5 < SMA10 (downtrend)', 'Volatility-adjusted: 0.49% > 0.05% threshold']",1834.49,18,4
2022-01-07 20:00:00,BUY,0.6666666666666666,"['Price momentum: +0.11% (bullish)', 'Technical: Mixed signals (sideways)', 'Volatility-adjusted: 0.11% > 0.05% threshold']",1848.09,20,4
2022-01-07 21:40:00,HOLD,1.0,"['Price momentum: -0.02% (neutral)', 'Technical: Mixed signals (sideways)', 'Volatility-adjusted: Within ±0.05% threshold']",1847.92,21,4
2022-01-07 23:20:00,HOLD,0.3333333333333333,"['Price momentum: 0.09% (neutral)', 'Technical: Price < SMA5 < SMA10 (downtrend)', 'Volatility-adjusted: 0.09% > 0.05% threshold']",1847.92,23,4
2022-01-10 01:00:00,HOLD,0.6666666666666666,"['Price momentum: 0.04% (neutral)', 'Technical: Price > SMA5 > SMA10 (uptrend)', 'Volatility-adjusted: Within ±0.05% threshold']",1855.93,1,0
2022-01-10 02:40:00,BUY,0.6666666666666666,"['Price momentum: +0.25% (bullish)', 'Technical: Price < SMA5 < SMA10 (downtrend)', 'Volatility-adjusted: 0.25% > 0.05% threshold']",1861.67,2,0
2022-01-10 04:20:00,HOLD,1.0,"['Price momentum: 0.05% (neutral)', 'Technical: Mixed signals (sideways)', 'Volatility-adjusted: Within ±0.05% threshold']",1861.72,4,0
2022-01-10 06:00:00,BUY,1.0,"['Price momentum: +0.26% (bullish)', 'Technical: Price > SMA5 > SMA10 (uptrend)', 'Volatility-adjusted: 0.26% > 0.05% threshold']",1868.3,6,0
2022-01-10 07:40:00,BUY,0.6666666666666666,"['Price momentum: +0.18% (bullish)', 'Technical: Price < SMA5 < SMA10 (downtrend)', 'Volatility-adjusted: 0.18% > 0.05% threshold']",1869.39,7,0
2022-01-10 09:20:00,SELL,0.6666666666666666,"['Price momentum: -0.13% (bearish)', 'Technical: Price > SMA5 > SMA10 (uptrend)', 'Volatility-adjusted: -0.13% < -0.05% threshold']",1877.66,9,0
2022-01-10 11:00:00,BUY,1.0,"['Price momentum: +0.31% (bullish)', 'Technical: Price > SMA5 > SMA10 (uptrend)', 'Volatility-adjusted: 0.31% > 0.05% threshold']",1875.15,11,0
2022-01-10 12:40:00,BUY,0.6666666666666666,"['Price momentum: +0.11% (bullish)', 'Technical: Mixed signals (sideways)', 'Volatility-adjusted: 0.11% > 0.05% threshold']",1875.59,12,0
2022-01-10 14:20:00,HOLD,0.6666666666666666,"['Price momentum: 0.01% (neutral)', 'Technical: Price < SMA5 < SMA10 (downtrend)', 'Volatility-adjusted: Within ±0.05% threshold']",1870.47,14,0
2022-01-10 16:00:00,HOLD,1.0,"['Price momentum: 0.04% (neutral)', 'Technical: Mixed signals (sideways)', 'Volatility-adjusted: Within ±0.05% threshold']",1885.51,16,0
2022-01-10 17:40:00,SELL,0.6666666666666666,"['Price momentum: -0.10% (neutral)', 'Technical: Price < SMA5 < SMA10 (downtrend)', 'Volatility-adjusted: -0.10% < -0.05% threshold']",1884.56,17,0
2022-01-10 19:20:00,SELL,0.6666666666666666,"['Price momentum: -0.11% (bearish)', 'Technical: Mixed signals (sideways)', 'Volatility-adjusted: -0.11% < -0.05% threshold']",1880.04,19,0
2022-01-10 21:00:00,HOLD,0.3333333333333333,"['Price momentum: 0.09% (neutral)', 'Technical: Price < SMA5 < SMA10 (downtrend)', 'Volatility-adjusted: 0.09% > 0.05% threshold']",1883.13,21,0
2022-01-10 22:40:00,SELL,0.6666666666666666,"['Price momentum: -0.24% (bearish)', 'Technical: Price > SMA5 > SMA10 (uptrend)', 'Volatility-adjusted: -0.24% < -0.05% threshold']",1883.4,22,0
2022-01-11 00:20:00,HOLD,0.3333333333333333,"['Price momentum: -0.05% (neutral)', 'Technical: Price > SMA5 > SMA10 (uptrend)', 'Volatility-adjusted: -0.05% < -0.05% threshold']",1888.94,0,1
2022-01-11 02:00:00,HOLD,0.6666666666666666,"['Price momentum: 0.07% (neutral)', 'Technical: Mixed signals (sideways)', 'Volatility-adjusted: 0.07% > 0.05% threshold']",1881.37,2,1
2022-01-11 03:40:00,BUY,0.6666666666666666,"['Price momentum: 0.08% (neutral)', 'Technical: Price > SMA5 > SMA10 (uptrend)', 'Volatility-adjusted: 0.08% > 0.05% threshold']",1874.54,3,1
2022-01-11 05:20:00,BUY,1.0,"['Price momentum: +0.18% (bullish)', 'Technical: Price > SMA5 > SMA10 (uptrend)', 'Volatility-adjusted: 0.18% > 0.05% threshold']",1877.85,5,1
2022-01-11 07:00:00,SELL,0.6666666666666666,"['Price momentum: -0.06% (neutral)', 'Technical: Price < SMA5 < SMA10 (downtrend)', 'Volatility-adjusted: -0.06% < -0.05% threshold']",1869.22,7,1
2022-01-11 08:40:00,HOLD,0.6666666666666666,"['Price momentum: -0.04% (neutral)', 'Technical: Price < SMA5 < SMA10 (downtrend)', 'Volatility-adjusted: Within ±0.05% threshold']",1879.11,8,1
2022-01-11 10:20:00,SELL,0.6666666666666666,"['Price momentum: -0.08% (neutral)', 'Technical: Price < SMA5 < SMA10 (downtrend)', 'Volatility-adjusted: -0.08% < -0.05% threshold']",1863.8,10,1
2022-01-11 12:00:00,HOLD,0.6666666666666666,"['Price momentum: -0.03% (neutral)', 'Technical: Price > SMA5 > SMA10 (uptrend)', 'Volatility-adjusted: Within ±0.05% threshold']",1867.16,12,1
2022-01-11 13:40:00,BUY,0.6666666666666666,"['Price momentum: +0.12% (bullish)', 'Technical: Mixed signals (sideways)', 'Volatility-adjusted: 0.12% > 0.05% threshold']",1863.78,13,1
2022-01-11 15:20:00,HOLD,0.6666666666666666,"['Price momentum: -0.00% (neutral)', 'Technical: Price > SMA5 > SMA10 (uptrend)', 'Volatility-adjusted: Within ±0.05% threshold']",1854.12,15,1
2022-01-11 17:00:00,BUY,1.0,"['Price momentum: +0.23% (bullish)', 'Technical: Price > SMA5 > SMA10 (uptrend)', 'Volatility-adjusted: 0.23% > 0.05% threshold']",1864.7,17,1
2022-01-11 18:40:00,HOLD,0.6666666666666666,"['Price momentum: -0.05% (neutral)', 'Technical: Mixed signals (sideways)', 'Volatility-adjusted: -0.05% < -0.05% threshold']",1859.08,18,1
2022-01-11 20:20:00,SELL,1.0,"['Price momentum: -0.19% (bearish)', 'Technical: Price < SMA5 < SMA10 (downtrend)', 'Volatility-adjusted: -0.19% < -0.05% threshold']",1863.04,20,1
2022-01-11 22:00:00,BUY,0.6666666666666666,"['Price momentum: 0.08% (neutral)', 'Technical: Price > SMA5 > SMA10 (uptrend)', 'Volatility-adjusted: 0.08% > 0.05% threshold']",1860.47,22,1
2022-01-11 23:40:00,BUY,0.6666666666666666,"['Price momentum: +0.32% (bullish)', 'Technical: Mixed signals (sideways)', 'Volatility-adjusted: 0.32% > 0.05% threshold']",1863.42,23,1
2022-01-12 01:20:00,BUY,1.0,"['Price momentum: +0.13% (bullish)', 'Technical: Price > SMA5 > SMA10 (uptrend)', 'Volatility-adjusted: 0.13% > 0.05% threshold']",1868.27,1,2
2022-01-12 03:00:00,HOLD,0.3333333333333333,"['Price momentum: -0.07% (neutral)', 'Technical: Price > SMA5 > SMA10 (uptrend)', 'Volatility-adjusted: -0.07% < -0.05% threshold']",1867.31,3,2
2022-01-12 04:40:00,SELL,0.6666666666666666,"['Price momentum: -0.11% (bearish)', 'Technical: Price > SMA5 > SMA10 (uptrend)', 'Volatility-adjusted: -0.11% < -0.05% threshold']",1865.63,4,2
2022-01-12 06:20:00,SELL,0.6666666666666666,"['Price momentum: -0.12% (bearish)', 'Technical: Mixed signals (sideways)', 'Volatility-adjusted: -0.12% < -0.05% threshold']",1858.26,6,2
2022-01-12 08:00:00,HOLD,1.0,"['Price momentum: -0.01% (neutral)', 'Technical: Mixed signals (sideways)', 'Volatility-adjusted: Within ±0.05% threshold']",1858.69,8,2
2022-01-12 09:40:00,BUY,0.6666666666666666,"['Price momentum: +0.23% (bullish)', 'Technical: Mixed signals (sideways)', 'Volatility-adjusted: 0.23% > 0.05% threshold']",1860.81,9,2
2022-01-12 11:20:00,SELL,0.6666666666666666,"['Price momentum: -0.38% (bearish)', 'Technical: Mixed signals (sideways)', 'Volatility-adjusted: -0.38% < -0.05% threshold']",1858.92,11,2
2022-01-12 13:00:00,BUY,0.6666666666666666,"['Price momentum: 0.08% (neutral)', 'Technical: Price > SMA5 > SMA10 (uptrend)', 'Volatility-adjusted: 0.08% > 0.05% threshold']",1835.82,13,2
2022-01-12 14:40:00,SELL,0.6666666666666666,"['Price momentum: -0.12% (bearish)', 'Technical: Mixed signals (sideways)', 'Volatility-adjusted: -0.12% < -0.05% threshold']",1844.87,14,2
2022-01-12 16:20:00,BUY,1.0,"['Price momentum: +0.19% (bullish)', 'Technical: Price > SMA5 > SMA10 (uptrend)', 'Volatility-adjusted: 0.19% > 0.05% threshold']",1857.55,16,2
2022-01-12 18:00:00,BUY,0.6666666666666666,"['Price momentum: +0.22% (bullish)', 'Technical: Price < SMA5 < SMA10 (downtrend)', 'Volatility-adjusted: 0.22% > 0.05% threshold']",1856.05,18,2
2022-01-12 19:40:00,BUY,0.6666666666666666,"['Price momentum: +0.19% (bullish)', 'Technical: Price < SMA5 < SMA10 (downtrend)', 'Volatility-adjusted: 0.19% > 0.05% threshold']",1864.41,19,2
2022-01-12 21:20:00,BUY,0.6666666666666666,"['Price momentum: +0.14% (bullish)', 'Technical: Mixed signals (sideways)', 'Volatility-adjusted: 0.14% > 0.05% threshold']",1874.03,21,2
2022-01-12 23:00:00,HOLD,0.6666666666666666,"['Price momentum: -0.04% (neutral)', 'Technical: Price < SMA5 < SMA10 (downtrend)', 'Volatility-adjusted: Within ±0.05% threshold']",1877.92,23,2
2022-01-13 00:40:00,BUY,0.6666666666666666,"['Price momentum: +0.11% (bullish)', 'Technical: Price < SMA5 < SMA10 (downtrend)', 'Volatility-adjusted: 0.11% > 0.05% threshold']",1879.85,0,3
2022-01-13 02:20:00,HOLD,0.3333333333333333,"['Price momentum: 0.06% (neutral)', 'Technical: Price < SMA5 < SMA10 (downtrend)', 'Volatility-adjusted: 0.06% > 0.05% threshold']",1871.42,2,3
2022-01-13 04:00:00,BUY,0.6666666666666666,"['Price momentum: +0.28% (bullish)', 'Technical: Mixed signals (sideways)', 'Volatility-adjusted: 0.28% > 0.05% threshold']",1862.9,4,3
2022-01-13 05:40:00,BUY,1.0,"['Price momentum: +0.22% (bullish)', 'Technical: Price > SMA5 > SMA10 (uptrend)', 'Volatility-adjusted: 0.22% > 0.05% threshold']",1859.12,5,3
2022-01-13 07:20:00,BUY,0.6666666666666666,"['Price momentum: +0.12% (bullish)', 'Technical: Price < SMA5 < SMA10 (downtrend)', 'Volatility-adjusted: 0.12% > 0.05% threshold']",1859.1,7,3
2022-01-13 09:00:00,SELL,0.6666666666666666,"['Price momentum: -0.28% (bearish)', 'Technical: Mixed signals (sideways)', 'Volatility-adjusted: -0.28% < -0.05% threshold']",1854.71,9,3
2022-01-13 10:40:00,BUY,1.0,"['Price momentum: +0.13% (bullish)', 'Technical: Price > SMA5 > SMA10 (uptrend)', 'Volatility-adjusted: 0.13% > 0.05% threshold']",1859.58,10,3
2022-01-13 12:20:00,BUY,0.6666666666666666,"['Price momentum: 0.05% (neutral)', 'Technical: Price > SMA5 > SMA10 (uptrend)', 'Volatility-adjusted: 0.05% > 0.05% threshold']",1857.01,12,3
2022-01-13 14:00:00,BUY,0.6666666666666666,"['Price momentum: +0.14% (bullish)', 'Technical: Price < SMA5 < SMA10 (downtrend)', 'Volatility-adjusted: 0.14% > 0.05% threshold']",1862.13,14,3
2022-01-13 15:40:00,BUY,0.6666666666666666,"['Price momentum: +0.21% (bullish)', 'Technical: Price < SMA5 < SMA10 (downtrend)', 'Volatility-adjusted: 0.21% > 0.05% threshold']",1866.12,15,3
2022-01-13 17:20:00,BUY,0.6666666666666666,"['Price momentum: +0.13% (bullish)', 'Technical: Mixed signals (sideways)', 'Volatility-adjusted: 0.13% > 0.05% threshold']",1873.89,17,3
2022-01-13 19:00:00,SELL,1.0,"['Price momentum: -0.15% (bearish)', 'Technical: Price < SMA5 < SMA10 (downtrend)', 'Volatility-adjusted: -0.15% < -0.05% threshold']",1874.26,19,3
2022-01-13 20:40:00,BUY,0.6666666666666666,"['Price momentum: +0.24% (bullish)', 'Technical: Mixed signals (sideways)', 'Volatility-adjusted: 0.24% > 0.05% threshold']",1883.56,20,3
2022-01-13 22:20:00,SELL,1.0,"['Price momentum: -0.14% (bearish)', 'Technical: Price < SMA5 < SMA10 (downtrend)', 'Volatility-adjusted: -0.14% < -0.05% threshold']",1888.71,22,3
2022-01-14 00:00:00,BUY,1.0,"['Price momentum: +0.37% (bullish)', 'Technical: Price > SMA5 > SMA10 (uptrend)', 'Volatility-adjusted: 0.37% > 0.05% threshold']",1871.29,0,4
2022-01-14 01:40:00,SELL,1.0,"['Price momentum: -0.32% (bearish)', 'Technical: Price < SMA5 < SMA10 (downtrend)', 'Volatility-adjusted: -0.32% < -0.05% threshold']",1886.21,1,4
2022-01-14 03:20:00,BUY,0.6666666666666666,"['Price momentum: 0.08% (neutral)', 'Technical: Price > SMA5 > SMA10 (uptrend)', 'Volatility-adjusted: 0.08% > 0.05% threshold']",1879.29,3,4
2022-01-14 05:00:00,HOLD,0.6666666666666666,"['Price momentum: 0.04% (neutral)', 'Technical: Price > SMA5 > SMA10 (uptrend)', 'Volatility-adjusted: Within ±0.05% threshold']",1887.87,5,4
